title,year,movie_id,title_new,country,cast_IDs,cast_names,genres,rating,year_new,type
How to Buy a Friend,2020,13860124,How to Buy a Friend,kr,"9351269,8998150,6111443,10760959,11311964","Oh Hee-Joon,So-hye Kim,Do-hee Min,Seung-Ho Shin,Lee Sin-young",Drama,7.3,2020.0,tv series
How to Meet a Perfect Neighbor,2007,8219202,How to Meet a Perfect Neighbor,kr,"0046277,0453670,3852138","Bae Doona,Seung-woo Kim,Shi-hoo Park",Romance,6.6,2007.0,tv series
Hur Jun,1999–2000,4369130,Hur Jun,kr,1045680,Kwang-ryul Jun,Drama,8.7,1999.0,tv series
"Hur Jun, The Original Story",2013,6428718,Gu Am Heo Joon,kr,"1030523,1059153,3738785,1224530,1328575,4579997,3759348,1626034,1136390,2040088,6718694,4655666,3208555,7327849,3780555,0421818,2581065,6096518,4992196,3673747,3772208,1085809,1560374,1141909,3353631,0497362,1191894,3498306,7691850,1045969,1255014,3333611,1563971,1059148,1727772,3460487,3514295,3705238,3739244,1066913","Ju-hyuk Kim,Jin-hee Park,Eun-bin Park,Min Namkoong,Yun-shik Baek,Jong-hwan Choi,Sang-hun Choi,Mi-ri Gyeon,Bo-bae Han,Jeong Ho-bin,Bum-sik Hwang,Kim Hye-jung,Gyo-jin In,Ji-eun Jang,No-min Jeon,Eun-pyo Jeong,Si-a Jeong,Cho-Hee Kang,Han-Byul Kang,Byeong-ki Kim,So-yi Kim,Du-shim Ko,Ji-min Kwak,Gye-in Lee,Hae-woo Lee,Han-wi Lee,Jae-yong Lee,Seung-ah Lee,Soo-in Lee,Seung-dae Lim,Kim Mi-Sook,Dae-hwan Oh,Yong Oh,Cheol-min Park,Kyeong-hwan Park,Yeo-Eun Son,Jae-hee Song,Ki-Jun Won,Ho-min Yeo,Yu-seon Yun",Drama,7.7,2013.0,tv series
Hush,2020–21,13273670,Hush,kr,"1058565,4226964,1041146,11015440,5813321,3482745,11304065,0814171,3787759,1343846,9368455,3482978,11753256,12174957,0497527,7675905,3726108,3882173,12174956,12330404","Jung-min Hwang,Im Yoon-ah,Park Ho-San,Joon-Won Jung,Soo-jin Kyung,Seung-Joon Lee,Lee Seung-Woo,Byung-ho Son,Kim Won-Hae,Seon Yu,Woo Jin Kim,Jeon Bae-soo,Baek Joo-Hee,Choi Kang-Soo,Ji-hyeon Lee,Sung-Il Park,Yoon-hee Park,Hyeon-jong Sin,Im Sung-jae,Kim Kyeong-min","Comedy,Drama",7.4,2020.0,tv series
Hwang Jini,2006,2319856,Hwang Jin Yi,kr,"0432429,0453373,2636770,1443295,0351710,2429777,3843766,1067552,1530177,1658941,1059413,2987726","Mi-seon Jeon,Bo-yeon Kim,Tae-Joon Ryu,Jo Sung-ha,Ha Ji-Won,In-hye Lee,Bit-na Wang,Yeong-ae Kim,Jae-won Kim,Keun-Suk Jang,Hyeon-jin Seo,Shim Eun-kyung",Drama,8.2,2006.0,tv series
Hwarang: The Poet Warrior Youth,2016–17,5646594,Hwarang: The Poet Warrior Youth,kr,"6124994,2270541,6027947,4889121,4782737,5696003,6221456,1790874,7691811,1753862,3754140,3674683,6229009,0453385,6725487,2410400,9304430,3787759,6134380,6914446,4299091","Seo Jun Park,Go Ara,Park Hyung-Sik,Choi Minho,Ji-han Do,Jo Yoon-woo,Da-In Lee,Kim Ji-Soo,Yoo Jae-myung,Dong-il Sung,Choi Wonyoung,Dong-woo Shin,V,Kim Chang-wan,Hyun Joon Kim,Kim Kwang-gyu,Jin Ju-hyeong,Kim Won-Hae,Seo Ye-Ji,Kyoo-hyung Lee,Kwang-Soo Lee","Comedy,Drama,History,Romance",8.0,2016.0,tv series
"Hyde Jekyll, Me",2015,4357294,"Hyde, Jekyll, Me",kr,"1593460,1617711,6296948,7054048,3483014,3482745,5900682,4726705,1065825,11748362,8674672","Hyun Bin,Han Ji-min,Hee-Sung Kwak,Hyeri Lee,Se-na Lee,Seung-Joon Lee,Won-geun Lee,Sung Jun,Lee Deok-hwa,Park Ha-Jun,Shin Eun Jung","Comedy,Drama,Romance",7.0,2015.0,tv series
Hyena,2020,11534164,Hyena,kr,"2352559,0453476,0497710,5874950,11347674,11042830,2293453,9687792,5903106,9025636,11493219,3775811,0453467,7376291,8027737,9106800,11661962,4946490,7052088,9025635,11658022,3245444,12246128,4262762,10151875,12330404,5079170,11538654,3754140","Ju Ji-Hoon,Kim Hye-su,Lee Kyung-young,Jun Suk-ho,Kyung-Hwa Oh,Se-jin Park,Hwang Bo-ra,Ye-Won Mun,Young-kyu Song,Bong-sik Hyun,Jeong Ji-Hwan,Kijoon Hong,Ho-jung Kim,Ki-Chan Lee,Jae-Cheol Kim,Hyun-Joon Ji,Bae Gi Beom,Lee Joo-yeon,Daniel Joey Albright,Dong-in Cho,Lee Hwang-Eui,Ji-ae Jeon,Kim Jung-Chul,Anastasia Kim,Ji-In Kim,Kim Kyeong-min,Soo Geun Lee,Cha Sung-je,Choi Wonyoung","Drama,Romance",7.7,2020.0,tv series
I Am Legend,2010,5145090,I Am Legend,kr,"1155573,1158620,3802906,3663948,1679797,1040396,3789806,1111680,1048207,5690089,4729549,3102257,1865097","Jeong-eun Kim,Hwa-yeon Cha,Ji-min Hong,Jyu-ni Hyun,Shin-yeong Jang,Seok-yong Jeong,Lee Joon-hyuk,Seung-su Kim,Eun-mi Ko,Young Ji Park,Kang Seo-Joon,Joo-Hee Yoon,Jang Young-Nam","Drama,Music,Romance",6.4,2010.0,tv series
I Am Sam,2007,6289532,I am Sam,kr,"3721584,8616493,5614102,8616492","Seung-Hyun Choi,Yang Dong Geun,Lee Min Ho,Park Min Young",Drama,6.5,2007.0,tv series
I Can Hear Your Voice,2013,3141190,I Hear Your Voice,kr,"1705688,4062328,2341244,3751716,1081518,1366028,1055621,4710582,1049304,2410400,5948038,1390122,8104407,4258553,3362169,1085779,5470717,1552017,3851657","Lee Bo-young,Lee Jong-Suk,Yoon Sang-Hyun,Lee Da-hee,Jeong Woong-in,Kim Byeong-Ok,Jung Dong-hwan,Kim Ga-eun,Yun Ju-sang,Kim Kwang-gyu,Choi Sung-Joon,Kim Hae-sook,Han Ki-Woong,Kim So-Hyun,Man-sik Jeong,Min-jong Kim,Kim Seong-gyoon,Yi-hyeon So,Ki-joon Uhm","Comedy,Drama,Fantasy,Romance",8.1,2013.0,tv series
"I Do, I Do",2012,2492484,"I Do, I Do",kr,"5303510,5398544,1763745,1001193","Soo-hyang Im,Lee Jang-woo,Keon-hyeong Park,Kim Seon-a","Comedy,Drama",6.7,2012.0,tv series
I Have a Lover,2015–16,5125222,I Have a Lover,kr,"1152065,1097536,1391036,2164860,3853513,4702575,1045837,1251951,1251889,0230714,2167178","Kim Hyun-joo,Jin-hee Ji,Han-byeol Park,Kyu-han Lee,Jung-woo Choi,Na Young-hee,Hyeong-jin Kong,Cheong Kim,Bu-ja Kang,Young Jae Dok-Go,Ji-hee Suh","Drama,Romance",7.9,2015.0,tv series
I Like You,2012,8888074,I Like You Better on Facebook,us,"1430205,2120174,12662401,3848111,1966305,0121720,4696553,6453588,4096072,1512920,0451042,4521213,4034961,5549095","Livia Scott,Laura Anderson,Julian Beale,Sara Benincasa,Shonali Bhowmik,Jason Burke,John Early,Emily Flake,Megan Gerlach,Todd Hanson,Boris Khaykin,Sharron Paul,Dan Wilbur,Jess Wood","Short,Comedy,Music",,2012.0,video movie
I Love Lee Taly,2012–13,6212888,I Love Lee Tae-ri,kr,"1865097,0661975,1117728,2894697,1048015,2157523,1090116,3877538,1640311,4274491,7709171,8557056","Jang Young-Nam,Park Yejin,Choi Deok-moon,Seung-hwan Baek,Ho Lim,Seo-won Jang,Yang-ja Jeon,Ki-bum Kim,Jin-woo Yang,Soy,Moon-soo Lee,Eun-Young Kim",Romance,5.7,2012.0,tv series
I Need Romance,2011,3340752,I Need Romance,kr,"1758020,1973925,3758065,5700047,1856097,3208555,3703273,1750908,1869756,2353702,3751716,4726705,1224530,1955957,3385935,1048201,6105039,3852277,5250764,3854097,2588698,1696157,3692726","Jeong-hoon Kim,Yeo-jin Choi,Tae-hee Heo,Yeon-joo Ha,Yeo-jeong Cho,Gyo-jin In,Song-hyeon Choi,Choi Jin-Hyuk,Yu-mi Jung,Lee Jin-Wook,Lee Da-hee,Sung Jun,Min Namkoong,Hyo-ju Park,Yu Hwan Park,Kim So-yeon,Ji-won Wang,Seung-ah Yoon,Ye-Sol Kang,Hyeong-min Kim,Ji-seok Kim,Ji-woo Kim,Kim Ye-Won",Romance,7.1,2011.0,tv series
I Need Romance 2012,2012,9048820,I Need Romance 2012,kr,"1869756,2353702,2588698,1696157,5250764,3692726","Yu-mi Jung,Lee Jin-Wook,Ji-seok Kim,Ji-woo Kim,Ye-Sol Kang,Kim Ye-Won","Comedy,Romance",7.2,2012.0,tv series
I Need Romance 3,2014,9060294,I Need Romance 3,kr,"1048201,4726705,1224530,6105039,1955957,3852277,3385935,6347114,2498639","Kim So-yeon,Sung Jun,Min Namkoong,Ji-won Wang,Hyo-ju Park,Seung-ah Yoon,Yu Hwan Park,Woo-Sik Jung,Ha-jun Yu","Comedy,Drama,Romance",7.5,2014.0,tv series
I Order You,2015,6286352,I Order You,kr,"7676538,8613984,4710582,4406490,3411652","Ji-hye Kwak,Jong-Won Baek,Kim Ga-eun,Seung-jo Jang,Yunho Jung",Drama,6.4,2015.0,tv series
I Wanna Hear Your Song,2019,10449370,I Wanna Hear Your Song,kr,"9067237,3768644,5110174,11545066,9367546,10182318,6994660,1066227,4875362,3102257,2489485","Se-Jeong Kim,Jae-rim Song,Woo-jin Yeon,Kim Tae-yeon,Yoon Bok-in,Sang-Kyun Kim,Si-won Lee,Chan-hwan Park,Ji-Yeon Park,Joo-Hee Yoon,Geon Yu","Comedy,Drama,Music,Mystery,Romance",7.4,2019.0,tv series
I'm Not a Robot,2017–18,7521778,I'm Not a Robot,kr,"3746857,8510226,1235558,6914447,3851657,7412707,2293535,3663953,3049976,10914711,0814171,1508309,11037388,5947788,10089113","Seung-eon Hwang,Se-wan Park,Yoo Seung-ho,Chae Soo-bin,Ki-joon Uhm,Kang Ki-Young,Byung-Joon Lee,Ha-Kyun Kim,Eom Hyo-Seob,Ko Gun-Han,Byung-ho Son,Dong-won Seo,John D. Michaels,Lee Si-eon,So-mi Yoon","Comedy,Romance,Sci-Fi",8.0,2017.0,tv series
"I'm Sorry, I Love You",2004,468618,"I'm Sorry, I Love You",kr,"1234414,1280145,1973031,0497383,2246822,1564197,1062747,1973925,6723558,5693053,1640273,0793782,4908219,1977028,3674683,0633389","So Ji-seob,Lim Soo-jung,Jung Kyung-ho,Lee Hye-yeong,Hye-jin Jeon,Kim Hye-Ok,Ji-young Ok,Yeo-jin Choi,Jung Ji Ahn,Young Ha Lee,Gun-Tae Park,Goo Shin,Ji-young Seo,Ji-yeong Seo,Dong-woo Shin,David Will No","Drama,Romance",8.4,2004.0,tv series
Ice Adonis,2012,5504332,Ice Adonis,kr,"1642097,6076224,7646486,1357269,0497352,6057089,1090119,3411359,3586587","Yu-ri Lee,Ah Jung Yoon,Woo-Sung Hyun,Chan Jung,Hye Eun Lee,Shim Eun-Jin,Hye-seon Jeong,Min Ji-Hyun,Hye-ri Yoo",Drama,8.0,2012.0,tv series
Ice Girl,2005,2928696,Ice Girl,kr,"1574579,1981533,1627866,1043651,1392548,1891528,3075582,5681973,5682694,5682894,1042002","Park Soon Chun,Seo Ji-hye,Park Jin-Woo,Hyo-jin Kim,Nam-jin Kim,Hyuk-ho Kwon,Dal-Hyeong Lee,Kim Joo Seung,Moon Chun Sik,Jung Wook,So-jeong Yun","Comedy,Drama,Romance",7.7,2005.0,tv series
Iljimae,1993,1622764,Iljimae,kr,"1763620,1118621,1045777,1165906,3692419,1593517,2174122,3852138,0453385,1203299,3673844,3011104,0453482,3093702,8686503,1323287,1468275,1933283,8701123,1245109,1508309,3752295,2082531,2498552,1045695,1683396,3590444,8694959,9532814","Lee Joon-Gi,Sung-ryung Kim,Kil-kang Ahn,Won-jong Lee,Young-Ah Lee,Ji-yoon Moon,Han Hyo-joo,Shi-hoo Park,Kim Chang-wan,Mun-shik Lee,Mu-Yeol Kim,Gi-seok Do,Hyun-sung Kim,Kwang-sik Kim,Jeong Jae Eun,Roe-ha Kim,Won-jae Lee,Sang-ki Jo,Eun-Poong Jang,Lee Il-Hwa,Dong-won Seo,Lee Da-wit,Yeo Jin-gu,Kim Yoo-jeong,Min-Ki Jo,Son Tae-Yeong,Da-bin Jung,Jae-Seong Yang,Ji-Hoon Park","Action,History,Romance",8.1,2008.0,tv series
Iljimae,2008,1622764,Iljimae,kr,"1763620,1118621,1045777,1165906,3692419,1593517,2174122,3852138,0453385,1203299,3673844,3011104,0453482,3093702,8686503,1323287,1468275,1933283,8701123,1245109,1508309,3752295,2082531,2498552,1045695,1683396,3590444,8694959,9532814","Lee Joon-Gi,Sung-ryung Kim,Kil-kang Ahn,Won-jong Lee,Young-Ah Lee,Ji-yoon Moon,Han Hyo-joo,Shi-hoo Park,Kim Chang-wan,Mun-shik Lee,Mu-Yeol Kim,Gi-seok Do,Hyun-sung Kim,Kwang-sik Kim,Jeong Jae Eun,Roe-ha Kim,Won-jae Lee,Sang-ki Jo,Eun-Poong Jang,Lee Il-Hwa,Dong-won Seo,Lee Da-wit,Yeo Jin-gu,Kim Yoo-jeong,Min-Ki Jo,Son Tae-Yeong,Da-bin Jung,Jae-Seong Yang,Ji-Hoon Park","Action,History,Romance",8.1,2008.0,tv series
Imaginary Cat,2015–16,5260106,Imaginary Cat,kr,"1235558,3680658,6749854,5077687,6008760,1059148","Yoo Seung-ho,Yeri Han,Hye-Jung Cho,Lee El,Kim Min-Suk,Cheol-min Park","Comedy,Fantasy,Romance",7.1,2015.0,tv mini series
Imitation,2021,14371376,Imitation,kr,"7616095,9273705,4875362,11013930,3014359,11013934,11266873,9351269,12269208,8455493,12455035,2634830,9683590,11013929,12455036,11873607,9142535,10843801,6057089,12455037,12600676,12615071,6583503,7706322,12586738,10986761,8277204,12600540,3727323,11599251,9327755,12606518,12600677,10300523,12746739,3783238,12728270,8458517,5744542,10974296,12143321,1965184,12473348","Ji-so Jung,Joon-Young Lee,Ji-Yeon Park,Yun-ho Jeong,Danny Ahn,Jong-ho Choi,San Choi,Oh Hee-Joon,Ahn Jung-Hoon,Hwi-Yeong Kim,Minseo Kim,Jeong-hwan Kong,Na-Young Lim,Seong-hwa Park,Yuri Park,Lee Su-Woong,Soo-Ho Shin,Chani,Shim Eun-Jin,Lee Hwiseo,Lee Tae-Hyeong,Jun Ji-Su,Jung-chi Jo,Ji-Sook Kim,Choi So-Yoon,Jung-sub Yoon,So-hee Kim,Yeon Si-Woo,Won-yeong Jang,Nam Jung-woo,Jae-il Kim,Jo Young-Hoon,Kim Dong-Yun,Haein,Lee Han-Bum,Sung Hyuk,Shim Hyun-Ji,Seo Ji-Hoon,Ga-Eun Kim,Se-Wook Lee,Jung-Min Lim,Kyeong-Rim Park,Shim Yu-Seung","Comedy,Music,Romance",7.8,2021.0,tv series
Incarnation of Money,2013,3528388,Incarnation of Money,kr,"8160012,2196022,0661929,3674429,1973925,1954290,1239800,4782737,1037141,0421818,1594540,3294507,2293535,3757273,1782965","Lincoln Lambert,Ji-Hwan Kang,Sang-min Park,Hwang Jeong-eum,Yeo-jin Choi,Yun-a Oh,Kim Su-Mi,Ji-han Do,Lee Gi-yeong,Eun-pyo Jeong,Park Ji-bin,Choi Jin-ho,Byung-Joon Lee,Seung-hyeong Lee,Yong-hyeon Yun","Comedy,Drama,Mystery,Romance",7.9,2013.0,tv series
Innocent Defendant,2017,6256692,Defendant,kr,"1292880,3851657,3294000,3726588,7950806,9665673,10108058,2440234,4535698,5357038,3845186,3333611,3460487,1884875,1782965,4226961,6008760,3875920","Seong Ji,Ki-joon Uhm,Jo Jae-yoon,Kim Seung-hun,Rin-Ah Shin,Seo Jung-Yeon,Yeon-ah Oh,Woo Hyeon,Jae-ryong Cho,Jang Gwang,Chang-Suk Oh,Dae-hwan Oh,Yeo-Eun Son,Soo-jung Ye,Yong-hyeon Yun,Yuri Kwon,Kim Min-Suk,Hyun-kyung Uhm","Crime,Drama,Mystery,Thriller",8.2,2017.0,tv series
Inspector Koo,2021,14731794,A Wonderful Sight,kr,"0498472,8623936,1390122,9992506,9301502,11186166,12307165,10213639,10825952","Lee Yeong-ae,Hye-jun Kim,Kim Hae-sook,Sun-Young Kwak,Hyun-Chul Cho,Hong Nae Lee,Baek Sung-Chul,Kim Gang-Hyun,Eun-Jin Ahn","Action,Comedy,Thriller",7.1,2021.0,tv series
Inspiring Generation,2014,3112622,Inspiring Generation,kr,"4538336,3316024,3768644,5303510,2129984,0453448,2040088,3344655,1572247,3725226,1945913,1058088,0158824,6249492,6094043,3666111,3751624,6262415,3673907,6262416,5565766,1059148","Se-Yeon Jin,Kim Hyun-joong,Jae-rim Song,Soo-hyang Im,Dong-Hyuk Cho,Kim Kap-su,Jeong Ho-bin,Ik-joon Yang,Dal-hwan Jo,Tae-goo Eom,Eun-Jeong Sin,Cheol-ho Choi,Jae-Sung Choi,Kwak Dong-yeon,Seung-Hyeon Ji,Da-Yeong Ju,Dong-hee Kim,Ji-woo Lee,Sang-hee Lee,Nuel,Ji Woo,Cheol-min Park","Action,Crime,Drama,History,Romance",7.6,2014.0,tv series
Into the Flames,2014,3839790,Into the Flames,kr,"1058088,0230714,2429777,10982165,3929265,6725487,1450314,5553041,2713055,0661930,3692726,1104868,5371234,1615673,1683396","Cheol-ho Choi,Young Jae Dok-Go,In-hye Lee,Jerina Son,Ah-reum Hong,Hyun Joon Kim,Jin-geun Kim,Kwon Kim,Cheol-min Lee,Park Sang-Myeon,Kim Ye-Won,Su-jong Choi,Dean Dawson,Jin Ryu,Son Tae-Yeong",Drama,8.5,2014.0,tv series
Introverted Boss,2017,6257622,Naesungjukin Boseu,kr,"7191344,5110174,7094545,4944617,8264601,1050757,1255246,1065711,4702698,2319677,1786769,11748362,1031876,2288497,0497362,7335184,0453605","Gong Seung-Yeon,Woo-jin Yeon,Bak Yoon,Jun Hyo-Seong,Hye-soo Park,Ji-won Ye,Eung-soo Kim,Ye-ryeong Kim,Chae-Ah Han,Jang Hie-jin,Hyuk Choi,Park Ha-Jun,Yeong-gyu Park,Jeong-min Heo,Han-wi Lee,Stephanie Lee,Kim Mi-Kyung","Comedy,Drama,Romance",7.2,2017.0,tv series
Invincible Lee Pyung Kang,2009,5801150,Invincible Lee Pyung Kang,kr,"5695483,1981744,0158860,2286711,2412682,1136736,2292508,1508878,2973941,7682036","Emily Song,Ye-ryeon Cha,Myeong-Gil Choi,Seo Do Young,Hyun-Woo Ji,Yong-woo Kil,Heung-soo Kim,Sang-mi Nam,Gi-woong Park,Mi-Ju Yeon","Comedy,Romance",5.8,2009.0,tv series
Ireland,2004,477490,Aillaendeu,kr,"2024084,2156926,1187273,1593460,0453609,0453385","Min-Joon Kim,David Anselmo,Lee Na-Young,Hyun Bin,Min-Jung Kim,Kim Chang-wan",Drama,7.5,2004.0,tv series
Iris,2009,1757202,Ailiseu,kr,"1116906,1049304,0453670,1105696,1048201,0496932,1454896,0432550,1030267,1045934,2151545,5303510,5262151,3740742,2175143,1059110,0570598,3663948,3290377,4577329,1215809,5391405,3585662,3241804,1085675,1767958,3789050,1594301,3721584,3746728,1587774,5550917,5581348,5544167,5556349,1523195,4579997,2677027,3102257,1443295,0496894,3756197,1067147,5610078,0453448,3739244,1540426,2810190,5597971,4459516","Yeong-cheol Kim,Yun Ju-sang,Seung-woo Kim,Lee Jeong-kil,Kim So-yeon,Lee Byung-hun,Kim Tae-hee,Jun-ho Jeong,Jang Hyuk,Beom-su Lee,Lee Da-hae,Soo-hyang Im,Doo-Joon Yoon,Nah Yoon,Je-mun Yun,Yeon-su Oh,David Lee McInnis,Jyu-ni Hyun,Hye-jin Kim,Soo-hyun Park,Sung-Hyun Baek,Hyun Jung Cha,Il-Woo Kim,Joon Lee,Han-Yong Jeong,Ji-Yeon Myeong,Seung-hak Lee,Jae-hyeong Jeon,Seung-Hyun Choi,Yong-gi Park,So-yi Yoon,Hyeong-kon Kim,Jung-won Park,Yoon-Hoo Go,Ji-min Kim,Yûko Fueki,Jong-hwan Choi,Rich Ting,Joo-Hee Yoon,Jo Sung-ha,Bo-Hee Lee,Seok-won Jeong,Kim Jong-goo,Saejoon,Kim Kap-su,Ho-min Yeo,Karen Miyama,Jin-mo Joo,Ki Yul Kim,Eun-Chan Oh","Action,Mystery,Romance,Thriller",7.8,2009.0,tv series
Itaewon Class,2020,11239552,Itaewon Class,kr,"6124994,9913973,7691811,8889745,8003645,9113439,5474355,10201315,5553036,11300501,3752295,3786479,7035254,11416233,1065496,0453735,1049234,3606690,4623906,7094545,9009366,9035114,11572716,11240552,9371499,12546126,11661962","Seo Jun Park,Kim Da-Mi,Yoo Jae-myung,Nara,Ahn Bo-Hyun,Joo-Young Lee,Kim Hye-Eun,Kim Dong-Hee,Ryu Kyung-Soo,Chris Lyon,Lee Da-wit,Yoon Kyung-ho,Hong Seo-jun,Kim Mi-Kyung,Seok-cheon Hong,Kim Yeo-jin,Son Hyeon-ju,Lee Joon-hyuk,Park Bo-Gum,Bak Yoon,Eun-Su Seo,Sol-bin Ahn,Lee Ho-jung,Sin Dong-ryeok,Min-young Choi,Jang Young-hyeon,Bae Gi Beom","Drama,Romance",8.2,2020.0,tv series
Item,2019,9278396,Item,kr,"2352559,4538336,1279937,5516142,8692322,10224063,3673747,1139514,1059154,9649863,4306654,11773869,7950806","Ju Ji-Hoon,Se-Yeon Jin,Kang-woo Kim,Yoo-Ri Kim,Kim Do-Hyun,Lee Jung-Hyun,Byeong-ki Kim,Dae-yeon Lee,Park Won-Sang,Jae-Sung Jung,Hyeok-soo Kwon,Jeong Ji-Hoon,Rin-Ah Shin","Fantasy,Mystery",6.7,2019.0,tv series
It's Dangerous Beyond the Blankets,2018,8244500,Episode #2.1,,9471529,Daniel Kang,Reality-TV,,2018.0,episode
It's My Life,2018–19,9165716,It's My Life,kr,"3746954,8119800,10206998,1280736,1045692,1102678,3821714,1962664,1120328,3664232,8125151","Seo Hyo-Rim,Ye-Sol Jin,Tae-Sung Kang,Yun-jae Park,Deok-hyeon Jo,Hye-ri Kim,Jong-nam Lee,Il-woo Nam,Kang Shin-il,Min-ji Song,Dong-Il Yuk",Drama,7.0,2018.0,tv series
It's Okay to Not Be Okay,2020,12451520,It's Okay to Not Be Okay,kr,"4633543,6134380,2442113,9180058,4468489,9242566,5292635,1865097,10044654,0453385,1060442,11695370,5555686,0453605,11515043,11063831,11738898,11792154,11715201,8116316,11656957,11781308,2565312,10893903,6249492,11715240,11560328,3806917,11516494,1085678","Kim Soo-hyun,Seo Ye-Ji,Oh Jeong-Se,Park Gyuyoung,Park Jin-Joo,Kim Joo-Heon,Kang Ki-Doong,Jang Young-Nam,Jang Gyu-ri,Kim Chang-wan,Lee Eol,Jeong Jaekwang,Ki-Cheon Kim,Kim Mi-Kyung,Choi Woo-Sung,Kim Soo-In,Kang Ji-Eun,Joon Seo,Ji Hye-Won,Kyu-Sung Lee,Woo-Jin Moon,Joo In-Young,Hee-jin Choi,Bae Hae-Sun,Kwak Dong-yeon,Park Seo-Kyeong,Bae Bo-ram,Daniel Choi,Kwon Dong-ho,Sang-Hoon Jung","Comedy,Drama,Romance",8.7,2020.0,tv series
"It's Okay, Daddy's Girl",2010–11,6357808,"It's Alright, Daddy's Daughter",kr,"4623624,1750908,6003343","Moon Chae-Won,Choi Jin-Hyuk,Tae Soo Jun",Romance,7.2,2010.0,tv series
"It's Okay, That's Love",2014,4031224,"It's Okay, That's Love",kr,"1753862,4299091,3782167,6765553,1045839,1251770,3344655,1158620,7220152,0361652","Dong-il Sung,Kwang-Soo Lee,Jin Kyung,Kyung-soo Do,Kong Hyo-Jin,In-Sung Jo,Ik-joon Yang,Hwa-yeon Cha,Lee Song-Kyoung,Ha-Ra Goo","Comedy,Drama,Romance",8.3,2014.0,tv series
Ja Myung Go,2009,3364894,Ja Myung Go,kr,"2559633,1585573,2241337,1973031,1963874,1473278,5508950,2987479,2082531,3482872,5250764,1118621,0497362,1045939,1165906,1640273,1955957,1234301,0600673,3412131,5327896","Young-yu Lee,Ryeowon Jung,Park Min-Young,Jung Kyung-ho,Su-hee Go,Yo-seob Hong,Il-Joo Ji,Ji-hee Jin,Yeo Jin-gu,Soo-han Kang,Ye-Sol Kang,Sung-ryung Kim,Han-wi Lee,Mi-sook Lee,Won-jong Lee,Gun-Tae Park,Hyo-ju Park,Hyun-Ah Sung,Moon Sung-Keun,Wook-hwan Yeo,Kim Ga Yun","Drama,Fantasy,History,Romance",7.5,2009.0,tv series
Jang Bo-ri Is Here!,2014,3727450,Jang Bo Ri Is Here,kr,"12280546,3050595,1642097,3845186,4696551,6491760","Cheon-guk Park,Kim Ji-hoon,Yu-ri Lee,Chang-Suk Oh,Yeon-Seo Oh,Hwang Young-Hee",Romance,7.9,2014.0,tv series
"Jang Ok-jung, Living by Love",2013,3143308,"Jang Ok-jung, Living by Love",kr,"1454896,2584860,1181734,1045584,3096062,10961184,1753862,10961185,2003678,4788790,0453661,10963677,10961905,3776167,0453693,1595044,1030819,10961935,4172473,10970852,1293353,6539911,3673998,1029669,1865097,4710582,10963678,1640227,1960271,5692545,7496171,7335182,5697024,3664405,1066913,2894697,10961866,4282070,6654610,0477267,1045969,3786427,4301589,6249492,9844071,3067572,10961779","Kim Tae-hee,Yoo Ah-in,Geon-ju Lee,Soo-Hyun Hong,Lee Sang-Yeob,Dong-Shin Lee,Dong-il Sung,Che-Yoon Lee,Hyo-Jung Lee,Sang-hoon Choi,Sora Jung,Young-bin Ko,Ji-Hwan Bae,Si-eun Ha,Sun-kyung Kim,Hyo-chun Lee,Hee Jae,Nan-ju Kim,Seung-Yeon Han,Ji-Won Park,Hyeong-cheol Lee,Youngseok Kim,Ha-eun Kim,Ju-bong Gi,Jang Young-Nam,Kim Ga-eun,Jeeyou,In-taek Jeon,Mi-ran Ra,Ah Young,Yoon Chan Kim,Min Ah Kang,Ji-oh Lee,Lee Se-rang,Yu-seon Yun,Seung-hwan Baek,Hyun-Jung Kim,Se-In Kim,Jamin Lee,Seong-deok Kwon,Seung-dae Lim,Ji-ah Min,Sang-woo Chae,Kwak Dong-yeon,Min-ha Kim,Yeon-mi Yoo,Su-Hyun Song","Drama,History,Romance",7.5,2013.0,tv series
Jang Yeong-sil,2016,5321584,Jang Yeong-Sil,kr,"1866022,1235292,1116906,1280735,3865301,4535641,1085675,3483136,3673747,1109919,5787710,0814171,1030525","Il-guk Song,Kim Sang-kyung,Yeong-cheol Kim,Seon-yeong Park,Gyu-ri Park,Han Gi-Joong,Han-Yong Jeong,Yoon-seok Jeong,Byeong-ki Kim,Hyeok Lim,Hyun-chul Seo,Byung-ho Son,Kim Myeong Su","Biography,Drama,History",8.0,2016.0,tv series
Jeon Woo-chi,2012–13,3364950,Jeon Woo Chi,kr,"4946490,3514691,3675628,1028580,1117728,3113075,1202941,3294000,3753866,0453448,1507995,1045778,3664323,1323287,1615589,2440781,2410400,2293535,1139514,1191894,3368915,5877767,1695001,1753862,3743319","Lee Joo-yeon,Yong-Joon Ahn,Jin-hee Baek,Tae-Hyun Cha,Choi Deok-moon,Lee Hee-joon,Jong-Hyun Hong,Jo Jae-yoon,Tae-seong Jang,Kim Kap-su,Byeong-chun Kim,Byeong-se Kim,Jae-man Kim,Roe-ha Kim,Seung-wook Kim,Ju-yeon Ko,Kim Kwang-gyu,Byung-Joon Lee,Dae-yeon Lee,Jae-yong Lee,Jung-sung Lee,Joo-hyung Park,Shin Seung-hwan,Dong-il Sung,Kim You-Jin","Action,Comedy,Fantasy,Romance",6.6,2012.0,tv series
